episode,timestep,reward
2557,2336000,-2.7396
2559,2338000,-2.4021
2561,2340000,-2.5508
2563,2342000,-10.4492
2565,2344000,-10.867
2567,2346000,-2.6251
2569,2348000,-2.2477
2571,2350000,-2.6514
2573,2352000,-2.6481
2575,2354000,-2.3867
2577,2356000,-2.4237
2579,2358000,-2.9535
2581,2360000,-3.0117
2583,2362000,-2.3397
2585,2364000,-2.4447
2587,2366000,-2.2741
2589,2368000,-2.3642
2591,2370000,-2.2021
2593,2372000,-2.3027
2595,2374000,-2.3031
2597,2376000,-2.4343
2599,2378000,-2.2056
2601,2380000,-2.2682
2603,2382000,-2.3542
2605,2384000,-2.2706
2607,2386000,-2.5657
2609,2388000,-2.7377
2611,2390000,-2.2918
2613,2392000,-2.1866
2615,2394000,-2.2362
2617,2396000,-2.4578
2619,2398000,-2.6712
2621,2400000,-2.6084
2623,2402000,-2.4047
2625,2404000,-2.3718
2627,2406000,-2.313
2629,2408000,-2.4249
2631,2410000,8.3888
2634,2412000,61.6182
2639,2414000,82.793
2643,2416000,81.1031
2647,2418000,50.8273
2651,2420000,21.5443
2653,2422000,-299.3172
2655,2424000,-331.5955
2657,2426000,-157.2229
2660,2428000,-195.5472
2662,2430000,-131.6994
2665,2432000,-141.5912
2668,2434000,-8.076
2671,2436000,-187.0396
2676,2438000,45.1399
2680,2440000,50.958
2683,2442000,-50.8189
2685,2444000,-115.6191
2688,2446000,-1.4679
2690,2448000,-70.9933
2693,2450000,-68.3506
2697,2452000,40.359
2699,2454000,-21.249
2702,2456000,45.7333
2707,2458000,55.8188
2710,2460000,85.2884
2715,2462000,75.1866
2719,2464000,76.4796
2722,2466000,90.4119
2725,2468000,92.3554
2727,2470000,-16.716
2729,2472000,-17.8016
2732,2474000,93.8996
2736,2476000,96.0234
2740,2478000,93.1363
2744,2480000,93.634
2749,2482000,96.2002
2753,2484000,95.3982
2755,2486000,-17.1814
2757,2488000,37.4117
2762,2490000,92.6169
2767,2492000,96.1959
2772,2494000,93.6891
2777,2496000,92.7464
2781,2498000,88.9148
2787,2500000,88.5088
2792,2502000,92.9588
2799,2504000,95.1502
2806,2506000,88.0835
2814,2508000,88.266
2819,2510000,95.4455
2827,2512000,96.2968
2834,2514000,87.9642
2841,2516000,87.1298
2845,2518000,64.8575
2847,2520000,-70.1683
2852,2522000,16.3344
2854,2524000,-68.0269
2860,2526000,71.0827
2866,2528000,71.6596
2868,2530000,-64.2541
2870,2532000,-222.9141
2873,2534000,-98.2409
2876,2536000,44.439
2878,2538000,-148.3412
2881,2540000,-84.3124
2883,2542000,-83.2104
2885,2544000,-90.216
2889,2546000,-43.0786
2891,2548000,-39.8394
2895,2550000,17.1664
2897,2552000,-42.94
2901,2554000,-19.2285
2903,2556000,-49.369
2910,2558000,61.1919
2917,2560000,76.7626
2923,2562000,64.6813
2930,2564000,60.8655
2932,2566000,-78.4659
2936,2568000,7.7242
2941,2570000,45.3948
2950,2572000,71.4889
2952,2574000,-226.9636
2954,2576000,-124.916
2956,2578000,-245.619
2958,2580000,-145.5858
2960,2582000,-228.2295
2962,2584000,-218.6415
2964,2586000,-244.881
2966,2588000,-257.2573
2968,2590000,-233.4917
2971,2592000,-173.6862
2974,2594000,-30.7614
2976,2596000,-107.8872
2978,2598000,-212.8407
2980,2600000,-136.3326
2982,2602000,-185.9426
2984,2604000,-184.2537
2986,2606000,-197.3467
2988,2608000,-248.1936
2991,2610000,-130.6933
2993,2612000,-205.7565
2995,2614000,-81.7127
3000,2616000,-0.5599
3002,2618000,-28.9849
3004,2620000,-251.7675
3006,2622000,-260.9304
3008,2624000,-269.6019
3010,2626000,-238.9494
3012,2628000,-255.1771
3014,2630000,-242.9107
3016,2632000,-240.7792
3018,2634000,-303.7274
3020,2636000,-300.1534
3024,2638000,-82.7872
3028,2640000,29.4925
3030,2642000,-214.6051
3033,2644000,-59.8762
3035,2646000,-226.6258
3037,2648000,-97.19
3039,2650000,-159.019
3041,2652000,-287.355
3043,2654000,-340.872
3045,2656000,-349.1661
3047,2658000,-158.8088
3050,2660000,-281.6589
3052,2662000,-381.1481
3054,2664000,-389.5333
3056,2666000,-427.3062
3058,2668000,-412.1992
3060,2670000,-551.3499
3062,2672000,-631.1749
3064,2674000,-571.8063
3066,2676000,-534.4901
3068,2678000,-414.1075
3070,2680000,-416.6603
3072,2682000,-447.7218
3074,2684000,-401.4144
3076,2686000,-421.6286
3078,2688000,-360.7213
3080,2690000,-281.8652
3082,2692000,-287.3884
3084,2694000,-307.7653
3086,2696000,-321.7903
3088,2698000,-306.7926
3090,2700000,-300.0654
3092,2702000,-280.8294
3094,2704000,-306.084
3097,2706000,-28.9044
3103,2708000,45.9604
3107,2710000,-36.2737
3109,2712000,-145.2736
3111,2714000,-85.2073
3115,2716000,-92.3459
3117,2718000,-242.1274
3119,2720000,-112.6475
3121,2722000,-168.8733
3123,2724000,-241.7192
3125,2726000,-252.8856
3127,2728000,-281.4691
3129,2730000,-334.266
3131,2732000,-366.2508
3133,2734000,-316.2951
3135,2736000,-306.5755
3137,2738000,-327.7349
3139,2740000,-275.1713
3142,2742000,-120.9013
3144,2744000,-111.8045
3151,2746000,59.923
3155,2748000,44.046
3164,2750000,89.804
3174,2752000,88.7649
3182,2754000,93.2152
3189,2756000,90.4934
3197,2758000,96.2208
3205,2760000,95.6198
3213,2762000,96.6449
3219,2764000,95.9163
3229,2766000,93.0209
3236,2768000,91.9813
3245,2770000,90.932
3252,2772000,90.976
3261,2774000,91.3265
3270,2776000,90.6328
3278,2778000,91.9094
3287,2780000,91.4614
3297,2782000,94.4399
3307,2784000,94.3122
3315,2786000,92.9563
3324,2788000,92.1082
3334,2790000,93.2764
3342,2792000,91.4666
3350,2794000,91.8444
3359,2796000,93.0302
3369,2798000,92.5734
3378,2800000,93.6094
3389,2802000,93.103
3397,2804000,92.9621
3407,2806000,93.4742
3413,2808000,92.5277
3423,2810000,93.7475
3431,2812000,93.7079
3439,2814000,92.3306
3448,2816000,93.8093
3457,2818000,93.1742
3467,2820000,94.2636
3477,2822000,94.9287
3486,2824000,94.4473
3496,2826000,94.022
3504,2828000,93.457
3513,2830000,94.0427
3521,2832000,94.3379
3529,2834000,94.044
3535,2836000,93.1067
3544,2838000,94.2915
3553,2840000,94.0599
3561,2842000,93.6769
3569,2844000,93.4575
3578,2846000,92.5428
3588,2848000,92.4982
3597,2850000,92.2048
3606,2852000,92.2503
3613,2854000,90.712
3618,2856000,85.6564
3627,2858000,90.2746
3636,2860000,94.5924
3644,2862000,94.6903
3654,2864000,94.7261
3663,2866000,94.4831
3672,2868000,94.5623
3681,2870000,94.1398
3689,2872000,94.4568
3699,2874000,94.9778
3708,2876000,94.0623
3715,2878000,94.3298
3725,2880000,94.5612
3734,2882000,95.091
3745,2884000,95.984
3755,2886000,94.4681
3764,2888000,93.8793
3773,2890000,93.6215
3783,2892000,93.804
3791,2894000,93.2366
3799,2896000,93.5853
3808,2898000,93.9907
3815,2900000,93.8351
3824,2902000,93.8244
3832,2904000,93.4513
3840,2906000,94.2832
3847,2908000,93.3269
3855,2910000,93.8713
3864,2912000,94.2749
3872,2914000,93.3888
3880,2916000,94.1497
3888,2918000,93.6004
3896,2920000,91.7824
3903,2922000,93.3819
3912,2924000,93.6378
3920,2926000,92.6661
3929,2928000,93.0227
3937,2930000,93.1707
3945,2932000,93.5245
3953,2934000,93.0837
3960,2936000,91.6335
3968,2938000,93.256
3975,2940000,93.2542
3983,2942000,92.5836
3990,2944000,91.9947
3992,2946000,-83.9293
3994,2948000,-89.0168
4002,2950000,92.9887
4009,2952000,91.9129
4015,2954000,90.4037
4021,2956000,89.4676
4023,2958000,-49.6575
4025,2960000,-58.6768
4027,2962000,-56.6468
4029,2964000,-56.3133
4037,2966000,92.4398
4044,2968000,92.6429
4051,2970000,95.1749
4059,2972000,94.8358
4066,2974000,94.6658
4074,2976000,94.7327
4081,2978000,95.1542
4089,2980000,95.8694
4096,2982000,95.2474
4103,2984000,95.568
4112,2986000,94.8401
4121,2988000,94.3919
4129,2990000,94.2018
4136,2992000,94.1335
4146,2994000,96.19
4155,2996000,95.8463
4164,2998000,95.6347
4173,3000000,96.0565
