episode,timestep,reward
2396,2322000,-10.5341
2398,2324000,-14.2767
2400,2326000,-11.2988
2402,2328000,-8.5787
2404,2330000,-4.6157
2406,2332000,-2.4952
2408,2334000,-2.3609
2410,2336000,-2.4029
2412,2338000,-2.5601
2414,2340000,-2.5517
2416,2342000,-2.3955
2418,2344000,-2.3795
2420,2346000,-13.5127
2422,2348000,-19.8152
2424,2350000,-9.9247
2426,2352000,-3.3863
2428,2354000,-2.8186
2430,2356000,-2.4314
2432,2358000,-2.6673
2434,2360000,-2.6935
2436,2362000,-2.6396
2438,2364000,-2.3869
2440,2366000,-2.403
2442,2368000,-2.3226
2444,2370000,-2.2893
2446,2372000,-2.3478
2448,2374000,-2.4098
2450,2376000,-2.4208
2452,2378000,-2.3217
2454,2380000,-2.4669
2456,2382000,-2.5874
2458,2384000,-2.4572
2460,2386000,-2.3965
2462,2388000,-2.4133
2464,2390000,-2.7264
2466,2392000,-2.6569
2468,2394000,-5.6304
2470,2396000,-7.7443
2472,2398000,-5.2605
2474,2400000,-3.9216
2476,2402000,-2.9512
2478,2404000,-2.4563
2480,2406000,-2.4533
2482,2408000,-2.4071
2484,2410000,-2.3333
2486,2412000,-2.29
2488,2414000,-2.3582
2490,2416000,-2.4174
2492,2418000,-2.2324
2494,2420000,-2.2704
2496,2422000,-2.4604
2498,2424000,-2.359
2500,2426000,-2.2574
2502,2428000,-2.3428
2504,2430000,-2.3483
2506,2432000,-2.4114
2508,2434000,-2.3591
2510,2436000,-2.3449
2512,2438000,-2.4171
2514,2440000,-2.3365
2516,2442000,-2.3041
2518,2444000,-2.3428
2520,2446000,-2.4516
2522,2448000,-2.4295
2524,2450000,-2.5126
2526,2452000,-2.4534
2528,2454000,-2.5237
2530,2456000,-2.4938
2532,2458000,-2.4192
2534,2460000,-2.1603
2536,2462000,-2.2496
2538,2464000,-2.4457
2540,2466000,-2.3308
2542,2468000,-2.4858
2544,2470000,-2.3642
2546,2472000,-2.2353
2548,2474000,-20.1608
2550,2476000,-33.7702
2552,2478000,-29.576
2554,2480000,-24.9963
2556,2482000,-19.5459
2558,2484000,-16.1377
2560,2486000,-8.3086
2562,2488000,-2.9789
2564,2490000,-2.5016
2566,2492000,-2.2575
2568,2494000,-2.5137
2570,2496000,-2.6845
2572,2498000,-2.5588
2574,2500000,-2.3675
2576,2502000,-1.6476
2578,2504000,-1.2986
2580,2506000,-1.1105
2582,2508000,-1.0554
2584,2510000,-1.0291
2586,2512000,-1.0003
2588,2514000,-1.0577
2590,2516000,-1.0759
2592,2518000,-7.3479
2594,2520000,-12.8651
2596,2522000,-35.5717
2598,2524000,-55.0568
2600,2526000,-53.6749
2602,2528000,-52.0941
2604,2530000,-44.1585
2606,2532000,-36.8544
2608,2534000,-59.6413
2610,2536000,-69.5894
2612,2538000,-48.7433
2614,2540000,-26.0926
2616,2542000,-28.3251
2618,2544000,-16.8337
2620,2546000,-39.9992
2622,2548000,-52.4186
2624,2550000,-40.3399
2626,2552000,-30.4379
2628,2554000,-25.1029
2630,2556000,-19.2791
2632,2558000,-13.1171
2634,2560000,-7.3928
2636,2562000,-4.1566
2638,2564000,-1.064
2640,2566000,-1.105
2642,2568000,-1.0766
2644,2570000,-1.0243
2646,2572000,-1.1148
2648,2574000,-1.0281
2650,2576000,-1.1289
2652,2578000,-1.0035
2654,2580000,-1.0869
2656,2582000,-1.063
2658,2584000,-1.1415
2660,2586000,-1.0894
2662,2588000,-1.0589
2664,2590000,-1.1053
2666,2592000,-1.0801
2668,2594000,-1.1709
2670,2596000,-1.1439
2672,2598000,-1.0597
2675,2600000,-1.045
2677,2602000,-1.1161
2679,2604000,-1.0961
2681,2606000,-1.114
2683,2608000,-1.0592
2685,2610000,-1.0664
2687,2612000,-1.187
2689,2614000,-1.1045
2691,2616000,-1.2014
2693,2618000,-1.0576
2695,2620000,-1.0264
2697,2622000,-1.0721
2699,2624000,-1.073
2701,2626000,-0.9403
2703,2628000,-1.048
2705,2630000,-1.0773
2707,2632000,-1.0868
2709,2634000,-1.0927
2711,2636000,-1.0341
2713,2638000,-1.245
2715,2640000,-1.2538
2717,2642000,-0.9923
2719,2644000,-1.0633
2721,2646000,-1.1527
2723,2648000,-1.0865
2725,2650000,-1.3447
2727,2652000,-1.3608
2729,2654000,-1.0012
2731,2656000,-0.9848
2733,2658000,-0.9977
2735,2660000,-0.9846
2737,2662000,-1.0208
2739,2664000,-1.0195
2741,2666000,-1.0397
2743,2668000,-1.0583
2745,2670000,-0.976
2747,2672000,-0.9987
2749,2674000,-1.1331
2751,2676000,-1.1095
2753,2678000,-1.0701
2755,2680000,-1.142
2757,2682000,-1.0144
2759,2684000,-1.0047
2761,2686000,-1.0901
2763,2688000,-1.0662
2765,2690000,-1.0201
2767,2692000,-1.0134
2769,2694000,-1.0397
2771,2696000,-1.0053
2773,2698000,-0.975
2775,2700000,-1.05
2777,2702000,-1.0684
2779,2704000,-1.0453
2781,2706000,-1.0638
2783,2708000,-1.0306
2785,2710000,-1.45
2787,2712000,-1.4242
2789,2714000,-1.1537
2791,2716000,-1.1664
2793,2718000,-1.0237
2795,2720000,-1.1289
2797,2722000,-1.0417
2799,2724000,-0.9871
2801,2726000,-1.1638
2803,2728000,-1.1846
2805,2730000,-0.9863
2807,2732000,-0.981
2809,2734000,-0.9909
2811,2736000,-0.9732
2813,2738000,-1.0142
2815,2740000,-1.0193
2817,2742000,-1.0208
2819,2744000,-0.9971
2821,2746000,-1.1421
2823,2748000,-1.1622
2825,2750000,-1.064
2827,2752000,-1.0179
2829,2754000,-1.101
2831,2756000,-1.1352
2833,2758000,-1.1632
2835,2760000,-1.0708
2837,2762000,-1.0564
2839,2764000,-0.9372
2841,2766000,-0.9438
2843,2768000,-1.0119
2845,2770000,-1.1721
2847,2772000,-1.1012
2849,2774000,-1.0318
2851,2776000,-1.0393
2853,2778000,-0.9742
2855,2780000,-1.0671
2857,2782000,-1.0103
2859,2784000,-1.0096
2861,2786000,-1.1273
2863,2788000,-1.0922
2865,2790000,-1.2004
2867,2792000,-1.1698
2869,2794000,-1.068
2871,2796000,-1.0179
2873,2798000,-1.1032
2875,2800000,-1.0829
2877,2802000,-1.6414
2879,2804000,-1.6285
2881,2806000,-1.2837
2883,2808000,-1.2207
2885,2810000,-1.1198
2887,2812000,-1.1041
2889,2814000,-1.0011
2891,2816000,-0.9715
2893,2818000,-0.9328
2895,2820000,-1.0042
2897,2822000,37.8205
2899,2824000,75.6478
2902,2826000,53.7285
2906,2828000,85.6435
2908,2830000,-30.4331
2910,2832000,-37.1833
2912,2834000,-60.4342
2914,2836000,-59.8451
2916,2838000,-74.7945
2918,2840000,-62.9633
2920,2842000,-56.3769
2922,2844000,-58.7557
2924,2846000,-32.5151
2926,2848000,-28.6054
2928,2850000,-4.6602
2930,2852000,-4.2397
2932,2854000,-1.9573
2934,2856000,-1.9243
2936,2858000,-1.0361
2938,2860000,-1.1392
2940,2862000,-1.0161
2942,2864000,-1.0061
2944,2866000,-1.0377
2946,2868000,-1.0246
2948,2870000,-1.0269
2950,2872000,-0.9884
2952,2874000,-0.9946
2954,2876000,-1.0531
2956,2878000,-0.9523
2958,2880000,-1.0277
2960,2882000,-1.0205
2962,2884000,-1.04
2964,2886000,-1.0837
2966,2888000,-1.0558
2968,2890000,-0.9366
2970,2892000,-0.9741
2972,2894000,-1.1141
2974,2896000,-1.1097
2976,2898000,-9.0311
2978,2900000,-9.1442
2980,2902000,-1.3048
2982,2904000,-1.003
2984,2906000,-1.0976
2986,2908000,-1.1598
2988,2910000,-22.8262
2990,2912000,-23.4686
2992,2914000,-22.225
2994,2916000,-21.7701
2996,2918000,-21.9499
2998,2920000,-22.0826
3000,2922000,-21.7968
3002,2924000,-22.0887
3004,2926000,-21.866
3006,2928000,-21.7216
3008,2930000,-21.9268
3010,2932000,-21.6343
3012,2934000,-21.7423
3014,2936000,-21.6409
3016,2938000,-21.5636
3018,2940000,-22.0101
3020,2942000,-22.0504
3022,2944000,-22.0383
3024,2946000,-21.7455
3026,2948000,-21.6759
3028,2950000,-21.3021
3030,2952000,-21.759
3032,2954000,-21.391
3034,2956000,-21.767
3036,2958000,-21.8909
3038,2960000,-21.4544
3040,2962000,-21.357
3042,2964000,-20.871
3044,2966000,-21.1453
3046,2968000,-21.5697
3048,2970000,-21.5486
3050,2972000,-21.2756
3052,2974000,-21.1445
3054,2976000,-21.3566
3056,2978000,-20.6877
3058,2980000,-21.3329
3060,2982000,-21.6293
3062,2984000,-20.9481
3064,2986000,-20.8022
3066,2988000,-21.0054
3068,2990000,-20.8292
3070,2992000,-20.9317
3072,2994000,-20.727
3074,2996000,-20.8754
3076,2998000,-20.7232
3078,3000000,-20.6835
